address,mint,leak,limit,60,80,40,52,04,36,10,61,00,db,57,35,7c,01,90,63,ff,16,06,fd,de,03,14,e0,09,5e,a7,b3,70,18,0d,dd,d5,23,b8,72,02,31,3c,e5,67,85,42,96,6c,68,b6,66,84,e3,a0,82,48,71,50,a6,9f,8d,a5,cb,5b,95,d8,9b,41,a9,05,9c,bb,9d,d7,3d,d6,62,ed,3e,f2,8b,34,15,ec,f5,21,56,51,20,81,83,91,1a,1f,0a,19,92,f3,73,bf,e1,ea,07,b1,0c,6b,b7,9a,0b,77,c2,8a,ef,2e,97,54,89,0e,29,ab,b4,0f,74,22,99,47,8f,e8,37,4d,12,5c,c8,58,df,8c,11,33,55,7f,eb,7d,d1,4f,1e,c0,f7,b2,c7,c3,b9,25,a3,08,ce,87,46,86,b5,5f,ad,1b,e2,69,b0,fc,aa,2b,f1,c4,a1,28,5a,93,94,7b,bc,88,cd,f8,2f,59,98,45,2c,f9,ae,c6,a2,17,3a,43,fe,c9,cc,32,bd,44,cf,7a,5d,39,6d,53,13,d0,a4,49,da,af,6f,64,65,30,c5,1c,4a,79,6a,fa,d3,2a,78,2d,c1,24,3b,ca,76,8e,f4,d9,4c,26,6e,75,a8,1d,ac,ba,e6,d2,4e,fb,ee,38,4b,e9,dc,f6,3f,d4,e7,be,f0,e4,7e,27,9e
0x186ed770eecea82def7c92dcc077c4ba27acd5bd,1,0,1,752,248,70.0,137.0,74.0,29,47.0,291.0,319.0,3.0,150,36.0,1.0,284.0,242.0,81.0,159.0,154.0,18.0,80,1.0,166.0,66.0,5.0,11.0,3.0,10.0,7.0,10.0,17.0,10.0,14.0,1.0,7.0,2.0,4.0,66.0,8.0,2.0,7.0,3.0,26.0,2.0,4.0,4.0,9.0,11.0,3.0,31.0,3.0,99.0,82.0,1.0,2.0,153.0,4.0,4.0,8.0,4.0,6.0,224,8.0,6.0,9.0,17.0,8.0,26.0,5.0,9.0,1.0,1.0,26.0,2.0,6.0,6.0,14,11.0,8.0,4.0,113,4.0,10.0,2.0,119.0,71.0,126.0,198.0,70.0,101.0,3.0,10.0,20.0,21.0,64.0,10,4,4.0,3.0,3.0,21.0,1.0,27.0,8.0,1.0,4.0,20.0,3.0,6.0,1.0,4.0,3.0,6.0,98.0,8.0,15.0,1.0,4.0,1.0,19.0,0.0,3.0,5.0,3.0,1.0,4.0,6,7.0,12.0,5.0,9.0,1.0,3.0,10.0,26.0,27.0,24.0,25.0,4.0,8.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,5.0,7.0,13.0,2.0,14.0,1.0,18.0,5.0,0.0,9.0,101.0,7.0,7.0,8.0,6.0,7.0,8.0,12.0,6.0,16.0,5.0,15,26.0,14.0,3.0,1.0,5.0,5.0,6.0,3.0,6.0,7.0,1.0,1.0,5.0,4.0,2.0,3.0,18.0,3.0,4.0,9.0,2.0,5.0,3.0,5.0,11.0,5.0,6.0,0.0,3.0,2.0,2.0,13.0,2.0,2.0,2.0,1.0,0.0,3.0,6.0,7.0,1.0,6.0,6.0,2.0,3.0,5.0,6.0,4.0,2.0,6.0,5.0,3.0,8.0,18.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,2.0,11.0,3.0,3.0,4.0,2.0,1.0,2.0,15.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,8.0,5.0
0x28c748535cc0c774d7bb046adba0c9d77e3b4c92,0,0,1,317,76,38.0,86.0,25.0,6,11.0,154.0,49.0,0.0,49,4.0,3.0,175.0,74.0,32.0,3.0,43.0,7.0,18,2.0,66.0,24.0,7.0,27.0,1.0,5.0,2.0,8.0,3.0,4.0,6.0,2.0,7.0,2.0,24.0,18.0,8.0,3.0,11.0,4.0,12.0,2.0,2.0,10.0,11.0,0.0,6.0,27.0,2.0,28.0,59.0,5.0,5.0,56.0,3.0,0.0,2.0,2.0,2.0,101,2.0,3.0,2.0,4.0,3.0,8.0,2.0,1.0,1.0,1.0,3.0,0.0,14.0,1.0,3,2.0,2.0,2.0,25,4.0,3.0,2.0,71.0,26.0,84.0,58.0,23.0,34.0,1.0,10.0,11.0,7.0,17.0,5,17,7.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,0.0,5.0,29.0,0.0,3.0,1.0,0.0,1.0,4.0,18.0,4.0,0.0,2.0,0.0,1.0,5,4.0,8.0,0.0,3.0,1.0,0.0,1.0,8.0,8.0,9.0,14.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,7.0,0.0,3.0,8.0,4.0,0.0,1.0,1.0,53.0,3.0,6.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,4.0,2,8.0,5.0,3.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,7.0,2.0,3.0,0.0,0.0,2.0,3.0,8.0,8.0,1.0,4.0,1.0,6.0,0.0,10.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,19.0,22.0,32.0,7.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
0xd00736f864ecd5bef5996c735f98769ae0d10c7c,0,0,1,316,75,38.0,86.0,24.0,6,11.0,154.0,50.0,0.0,49,4.0,3.0,175.0,74.0,32.0,3.0,43.0,7.0,18,2.0,66.0,24.0,8.0,27.0,1.0,5.0,2.0,8.0,3.0,4.0,6.0,2.0,7.0,1.0,24.0,18.0,8.0,3.0,11.0,3.0,12.0,2.0,0.0,10.0,11.0,0.0,6.0,27.0,2.0,28.0,60.0,5.0,5.0,56.0,3.0,0.0,2.0,2.0,2.0,102,2.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,0.0,1.0,3.0,0.0,14.0,1.0,3,2.0,2.0,2.0,25,4.0,3.0,2.0,71.0,26.0,84.0,58.0,24.0,34.0,1.0,10.0,11.0,7.0,17.0,5,17,7.0,2.0,0.0,6.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,2.0,1.0,0.0,5.0,29.0,0.0,4.0,1.0,0.0,1.0,4.0,18.0,4.0,0.0,1.0,0.0,1.0,6,4.0,8.0,0.0,3.0,1.0,0.0,1.0,7.0,7.0,9.0,14.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,6.0,7.0,0.0,3.0,8.0,4.0,0.0,1.0,1.0,53.0,4.0,6.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,4.0,3,8.0,5.0,3.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,3.0,3.0,8.0,8.0,1.0,5.0,2.0,7.0,0.0,11.0,0.0,4.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,19.0,22.0,32.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0
0x9a3fb36bf72a387fcc821a38ee9f50f1a0eb8cbd,1,0,1,574,158,101.0,135.0,83.0,13,30.0,609.0,926.0,1.0,93,3.0,1.0,226.0,369.0,71.0,2275.0,158.0,14.0,46,4.0,99.0,44.0,13.0,11.0,4.0,5.0,9.0,10.0,16.0,12.0,8.0,2.0,29.0,3.0,42.0,35.0,2.0,3.0,4.0,2.0,31.0,5.0,4.0,22.0,14.0,1.0,11.0,57.0,5.0,15.0,119.0,4.0,5.0,342.0,3.0,2.0,6.0,2.0,2.0,422,6.0,4.0,5.0,6.0,5.0,29.0,5.0,2.0,0.0,5.0,4.0,1.0,16.0,4.0,4,8.0,3.0,23.0,71,8.0,9.0,12.0,332.0,82.0,203.0,184.0,66.0,182.0,20.0,29.0,41.0,15.0,52.0,22,138,2.0,1.0,0.0,21.0,0.0,5.0,8.0,1.0,1.0,28.0,12.0,8.0,2.0,3.0,3.0,4.0,54.0,2.0,5.0,3.0,6.0,3.0,6.0,28.0,17.0,0.0,2.0,1.0,9.0,5,6.0,17.0,0.0,5.0,3.0,2.0,7.0,20.0,6.0,19.0,42.0,2.0,5.0,4.0,19.0,35.0,2.0,3.0,2.0,2.0,13.0,4.0,19.0,8.0,39.0,3.0,9.0,1.0,26.0,3.0,2.0,5.0,8.0,7.0,12.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,7.0,6,12.0,2.0,4.0,1.0,7.0,2.0,0.0,2.0,6.0,0.0,22.0,1.0,1.0,2.0,1.0,3.0,14.0,20.0,13.0,6.0,2.0,2.0,15.0,1.0,3.0,3.0,9.0,2.0,10.0,20.0,2.0,9.0,4.0,5.0,7.0,5.0,5.0,34.0,26.0,64.0,13.0,3.0,40.0,2.0,11.0,2.0,2.0,5.0,1.0,11.0,2.0,0.0,29.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,14.0,36.0,13.0,4.0,55.0,2.0,3.0,0.0,16.0,5.0,9.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,21.0,1.0
0xe7e63e244c52b2230666e263657ba8db2b6b3705,1,0,1,573,157,104.0,135.0,82.0,13,30.0,608.0,924.0,1.0,93,3.0,3.0,226.0,368.0,70.0,2277.0,158.0,14.0,46,4.0,100.0,44.0,13.0,11.0,4.0,5.0,9.0,9.0,16.0,12.0,8.0,2.0,29.0,3.0,41.0,35.0,2.0,2.0,4.0,2.0,31.0,5.0,4.0,22.0,14.0,1.0,10.0,56.0,4.0,15.0,121.0,4.0,5.0,342.0,2.0,2.0,6.0,2.0,2.0,422,6.0,4.0,5.0,5.0,5.0,29.0,5.0,2.0,0.0,4.0,4.0,1.0,16.0,3.0,4,8.0,4.0,23.0,71,8.0,9.0,11.0,332.0,82.0,204.0,184.0,66.0,182.0,20.0,28.0,42.0,15.0,52.0,22,139,2.0,2.0,0.0,20.0,0.0,5.0,8.0,1.0,1.0,28.0,12.0,8.0,2.0,3.0,2.0,4.0,53.0,2.0,5.0,4.0,6.0,3.0,6.0,28.0,17.0,0.0,4.0,1.0,9.0,5,6.0,19.0,0.0,6.0,3.0,2.0,7.0,20.0,6.0,19.0,42.0,2.0,5.0,4.0,18.0,35.0,2.0,3.0,2.0,2.0,13.0,4.0,19.0,8.0,39.0,3.0,9.0,1.0,26.0,2.0,3.0,5.0,8.0,6.0,13.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,6,12.0,2.0,4.0,1.0,7.0,2.0,0.0,1.0,6.0,0.0,22.0,1.0,1.0,2.0,1.0,3.0,16.0,20.0,13.0,7.0,2.0,1.0,14.0,1.0,1.0,3.0,9.0,2.0,11.0,20.0,3.0,9.0,4.0,6.0,7.0,5.0,4.0,34.0,26.0,66.0,13.0,3.0,40.0,2.0,11.0,1.0,2.0,5.0,1.0,11.0,2.0,0.0,30.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,14.0,36.0,14.0,4.0,55.0,2.0,3.0,0.0,16.0,5.0,9.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,20.0,0.0
0x25d8f027fd25eecbcd812521fb2f75f175807a91,1,0,1,573,157,102.0,135.0,83.0,13,30.0,610.0,927.0,2.0,93,3.0,1.0,226.0,368.0,71.0,2276.0,159.0,15.0,46,4.0,99.0,44.0,13.0,13.0,4.0,5.0,9.0,10.0,17.0,12.0,8.0,3.0,29.0,3.0,41.0,35.0,2.0,2.0,4.0,3.0,31.0,5.0,4.0,22.0,14.0,1.0,10.0,57.0,4.0,15.0,120.0,4.0,5.0,345.0,2.0,2.0,6.0,2.0,2.0,422,6.0,4.0,5.0,5.0,6.0,28.0,5.0,3.0,0.0,4.0,4.0,1.0,16.0,3.0,4,8.0,3.0,23.0,71,8.0,8.0,11.0,332.0,82.0,203.0,184.0,66.0,182.0,20.0,28.0,41.0,15.0,52.0,22,138,2.0,1.0,0.0,21.0,0.0,6.0,8.0,1.0,1.0,28.0,12.0,8.0,2.0,3.0,2.0,4.0,54.0,2.0,5.0,3.0,6.0,3.0,6.0,28.0,17.0,0.0,3.0,1.0,9.0,5,5.0,17.0,0.0,4.0,3.0,2.0,7.0,20.0,6.0,19.0,42.0,2.0,5.0,4.0,18.0,35.0,2.0,3.0,2.0,2.0,14.0,4.0,19.0,8.0,39.0,3.0,9.0,2.0,26.0,2.0,2.0,5.0,8.0,6.0,12.0,4.0,6.0,4.0,5.0,7.0,6.0,6.0,7.0,6,12.0,2.0,4.0,1.0,7.0,2.0,0.0,1.0,6.0,0.0,23.0,1.0,1.0,2.0,1.0,3.0,14.0,20.0,13.0,6.0,2.0,2.0,15.0,1.0,2.0,5.0,9.0,2.0,10.0,19.0,3.0,9.0,4.0,6.0,7.0,5.0,4.0,34.0,26.0,65.0,13.0,3.0,40.0,2.0,11.0,1.0,3.0,5.0,1.0,11.0,2.0,0.0,29.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,14.0,35.0,13.0,4.0,55.0,2.0,3.0,1.0,16.0,4.0,9.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,20.0,0.0
0x1250b98cbde9f99f4c42dcdacee193221f17eb50,1,0,0,499,102,59.0,151.0,62.0,20,33.0,336.0,101.0,3.0,79,10.0,2.0,234.0,114.0,60.0,20.0,52.0,19.0,30,8.0,78.0,38.0,14.0,7.0,1.0,11.0,11.0,10.0,8.0,12.0,8.0,4.0,7.0,7.0,32.0,41.0,3.0,3.0,20.0,7.0,29.0,3.0,1.0,16.0,19.0,2.0,14.0,39.0,2.0,26.0,113.0,9.0,6.0,97.0,10.0,5.0,6.0,1.0,1.0,197,4.0,7.0,10.0,4.0,3.0,42.0,5.0,4.0,7.0,5.0,6.0,4.0,28.0,2.0,11,6.0,3.0,3.0,29,3.0,9.0,6.0,163.0,49.0,135.0,125.0,54.0,55.0,8.0,11.0,12.0,21.0,20.0,5,34,1.0,1.0,5.0,11.0,5.0,5.0,1.0,1.0,1.0,11.0,4.0,4.0,3.0,6.0,0.0,3.0,28.0,3.0,13.0,5.0,2.0,2.0,15.0,31.0,4.0,2.0,4.0,0.0,6.0,11,3.0,32.0,14.0,4.0,6.0,2.0,7.0,47.0,20.0,11.0,27.0,3.0,5.0,5.0,4.0,3.0,2.0,7.0,7.0,4.0,3.0,11.0,9.0,10.0,15.0,1.0,8.0,17.0,13.0,6.0,0.0,4.0,92.0,4.0,12.0,6.0,5.0,5.0,4.0,5.0,3.0,7.0,6.0,8,21.0,10.0,10.0,1.0,6.0,16.0,5.0,6.0,3.0,2.0,11.0,4.0,0.0,1.0,1.0,8.0,8.0,16.0,14.0,3.0,4.0,8.0,20.0,1.0,19.0,1.0,10.0,13.0,13.0,6.0,6.0,18.0,4.0,7.0,2.0,0.0,1.0,31.0,38.0,59.0,12.0,0.0,8.0,16.0,4.0,0.0,1.0,2.0,4.0,11.0,4.0,4.0,20.0,1.0,0.0,5.0,4.0,0.0,7.0,3.0,3.0,28.0,10.0,2.0,3.0,1.0,1.0,4.0,3.0,10.0,2.0,5.0,0.0,8.0,3.0,0.0,2.0,6.0,0.0,7.0,2.0,6.0,1.0,3.0,1.0,2.0
0x0414d8c87b271266a5864329fb4932bbe19c0c49,1,0,0,523,191,71.0,149.0,65.0,24,19.0,389.0,534.0,0.0,139,12.0,1.0,193.0,126.0,72.0,38.0,73.0,22.0,69,8.0,91.0,74.0,17.0,24.0,2.0,9.0,6.0,7.0,7.0,13.0,12.0,4.0,13.0,7.0,37.0,62.0,5.0,1.0,19.0,7.0,29.0,13.0,5.0,17.0,13.0,3.0,9.0,45.0,7.0,35.0,116.0,8.0,8.0,150.0,1.0,2.0,7.0,5.0,2.0,246,7.0,4.0,8.0,5.0,5.0,27.0,4.0,6.0,3.0,5.0,2.0,10.0,22.0,3.0,5,7.0,10.0,38.0,90,1.0,9.0,5.0,164.0,57.0,129.0,136.0,46.0,67.0,0.0,14.0,25.0,12.0,22.0,5,26,0.0,6.0,5.0,36.0,4.0,8.0,7.0,1.0,4.0,14.0,8.0,6.0,3.0,4.0,2.0,2.0,35.0,5.0,2.0,5.0,5.0,5.0,13.0,21.0,5.0,2.0,1.0,10.0,5.0,7,7.0,33.0,7.0,5.0,3.0,1.0,1.0,27.0,23.0,17.0,41.0,4.0,3.0,10.0,3.0,10.0,4.0,6.0,8.0,1.0,2.0,3.0,4.0,5.0,16.0,2.0,9.0,19.0,11.0,8.0,2.0,3.0,78.0,7.0,12.0,3.0,3.0,5.0,4.0,4.0,7.0,6.0,4.0,4,23.0,11.0,18.0,9.0,1.0,13.0,3.0,1.0,3.0,0.0,18.0,6.0,1.0,3.0,8.0,4.0,27.0,15.0,19.0,6.0,4.0,8.0,16.0,2.0,13.0,4.0,11.0,1.0,6.0,8.0,8.0,9.0,11.0,6.0,2.0,2.0,6.0,36.0,41.0,53.0,13.0,0.0,2.0,1.0,3.0,4.0,6.0,6.0,5.0,6.0,8.0,3.0,17.0,3.0,3.0,3.0,1.0,6.0,0.0,1.0,5.0,32.0,6.0,0.0,1.0,6.0,2.0,1.0,7.0,9.0,6.0,0.0,2.0,1.0,1.0,6.0,1.0,3.0,0.0,5.0,3.0,7.0,1.0,4.0,9.0,5.0
0x292f57c7fcd726ba651e46b620d99cc6afe0ec1c,0,1,1,649,221,107.0,140.0,86.0,23,33.0,753.0,1054.0,5.0,136,12.0,1.0,276.0,390.0,54.0,1614.0,102.0,30.0,58,9.0,131.0,54.0,8.0,26.0,3.0,17.0,9.0,10.0,11.0,18.0,10.0,3.0,16.0,7.0,32.0,65.0,5.0,4.0,5.0,9.0,45.0,6.0,6.0,16.0,16.0,2.0,10.0,61.0,6.0,17.0,179.0,6.0,8.0,504.0,3.0,6.0,5.0,3.0,3.0,568,8.0,12.0,5.0,6.0,1.0,28.0,2.0,3.0,0.0,8.0,10.0,1.0,11.0,4.0,4,6.0,3.0,32.0,90,6.0,6.0,29.0,433.0,97.0,221.0,245.0,105.0,210.0,46.0,39.0,36.0,14.0,63.0,26,101,1.0,3.0,3.0,28.0,4.0,13.0,2.0,3.0,3.0,17.0,9.0,6.0,3.0,3.0,18.0,8.0,49.0,1.0,5.0,31.0,1.0,3.0,10.0,23.0,20.0,4.0,17.0,3.0,2.0,6,5.0,23.0,2.0,5.0,8.0,8.0,7.0,44.0,4.0,14.0,49.0,2.0,11.0,2.0,5.0,25.0,4.0,2.0,2.0,4.0,14.0,6.0,29.0,5.0,30.0,2.0,5.0,3.0,25.0,5.0,6.0,6.0,73.0,5.0,15.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,12.0,7,14.0,5.0,5.0,2.0,5.0,7.0,3.0,2.0,3.0,6.0,13.0,1.0,4.0,3.0,1.0,4.0,19.0,12.0,12.0,6.0,6.0,1.0,22.0,5.0,5.0,1.0,11.0,6.0,3.0,8.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,27.0,20.0,54.0,18.0,2.0,33.0,1.0,15.0,10.0,4.0,3.0,20.0,7.0,4.0,4.0,26.0,3.0,4.0,7.0,2.0,3.0,1.0,3.0,15.0,26.0,7.0,3.0,33.0,3.0,0.0,4.0,5.0,10.0,7.0,2.0,2.0,4.0,5.0,1.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,1.0,13.0,2.0
0x9db8a10c7fe60d84397860b3af2e686d4f90c2b7,1,1,1,815,248,122.0,256.0,63.0,21,51.0,350.0,146.0,3.0,104,35.0,2.0,425.0,311.0,80.0,110.0,157.0,27.0,46,5.0,182.0,49.0,7.0,11.0,7.0,6.0,6.0,13.0,13.0,11.0,9.0,5.0,6.0,1.0,52.0,46.0,4.0,1.0,25.0,10.0,34.0,24.0,4.0,22.0,18.0,0.0,15.0,55.0,4.0,84.0,127.0,2.0,5.0,173.0,1.0,1.0,6.0,6.0,4.0,200,15.0,3.0,6.0,8.0,5.0,17.0,8.0,2.0,4.0,2.0,5.0,4.0,32.0,2.0,6,7.0,8.0,5.0,57,6.0,6.0,2.0,134.0,111.0,267.0,253.0,91.0,142.0,9.0,12.0,12.0,32.0,54.0,9,33,2.0,3.0,2.0,24.0,1.0,9.0,6.0,3.0,2.0,13.0,13.0,7.0,7.0,3.0,3.0,4.0,61.0,8.0,3.0,3.0,1.0,5.0,8.0,41.0,10.0,3.0,2.0,0.0,6.0,3,9.0,7.0,5.0,8.0,5.0,3.0,4.0,24.0,5.0,15.0,20.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,10.0,12.0,27.0,6.0,13.0,21.0,21.0,5.0,1.0,8.0,130.0,4.0,27.0,5.0,7.0,6.0,3.0,6.0,11.0,4.0,6.0,6,34.0,18.0,6.0,2.0,4.0,23.0,1.0,1.0,4.0,4.0,11.0,6.0,3.0,2.0,1.0,6.0,14.0,29.0,5.0,2.0,1.0,0.0,13.0,1.0,10.0,17.0,8.0,5.0,24.0,10.0,11.0,21.0,2.0,4.0,11.0,3.0,3.0,44.0,44.0,84.0,12.0,1.0,9.0,1.0,6.0,1.0,2.0,4.0,1.0,10.0,4.0,2.0,11.0,1.0,2.0,7.0,8.0,1.0,1.0,2.0,10.0,33.0,9.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,8.0,3.0,5.0,3.0,0.0
0xabe776435f7459e2f5ba773bfb753ed19a053dd0,0,0,0,362,185,73.0,101.0,43.0,10,20.0,187.0,366.0,1.0,53,16.0,2.0,198.0,190.0,33.0,1524.0,103.0,16.0,21,2.0,74.0,27.0,5.0,2.0,2.0,2.0,2.0,8.0,5.0,18.0,6.0,1.0,5.0,3.0,34.0,30.0,4.0,2.0,2.0,1.0,8.0,9.0,0.0,16.0,10.0,0.0,9.0,21.0,4.0,11.0,54.0,1.0,15.0,180.0,2.0,1.0,3.0,2.0,1.0,116,2.0,1.0,2.0,1.0,1.0,11.0,6.0,2.0,2.0,3.0,1.0,1.0,8.0,2.0,1,4.0,4.0,2.0,56,1.0,9.0,0.0,68.0,70.0,186.0,146.0,35.0,103.0,0.0,11.0,18.0,7.0,31.0,14,97,0.0,1.0,3.0,10.0,0.0,5.0,2.0,1.0,1.0,10.0,11.0,3.0,2.0,1.0,1.0,4.0,25.0,2.0,1.0,1.0,1.0,3.0,4.0,20.0,4.0,0.0,0.0,1.0,3.0,2,3.0,10.0,0.0,4.0,1.0,0.0,1.0,8.0,1.0,5.0,20.0,2.0,4.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,10.0,1.0,5.0,6.0,14.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,0.0,8.0,0.0,9.0,6.0,4.0,5.0,3.0,5.0,2.0,2.0,2.0,29.0,19.0,50.0,7.0,1.0,1.0,0.0,13.0,0.0,2.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
0x8d07f605926837ea0f9e1e24dba0fb348cb3e97d,0,1,1,1554,428,196.0,288.0,181.0,39,64.0,64.0,1391.0,4.0,290,52.0,2.0,635.0,487.0,173.0,117.0,220.0,41.0,131,3.0,203.0,128.0,47.0,42.0,11.0,17.0,14.0,28.0,22.0,38.0,13.0,4.0,44.0,7.0,34.0,35.0,36.0,26.0,30.0,13.0,84.0,7.0,18.0,41.0,15.0,7.0,18.0,71.0,7.0,153.0,281.0,22.0,28.0,432.0,9.0,3.0,12.0,5.0,10.0,703,18.0,10.0,14.0,8.0,6.0,86.0,15.0,9.0,5.0,7.0,72.0,11.0,1093.0,4.0,32,5.0,6.0,21.0,227,11.0,16.0,18.0,545.0,160.0,241.0,362.0,156.0,221.0,31.0,71.0,58.0,91.0,95.0,5,38,7.0,5.0,1.0,41.0,5.0,44.0,11.0,29.0,3.0,50.0,12.0,7.0,3.0,7.0,12.0,18.0,166.0,11.0,17.0,11.0,4.0,4.0,31.0,34.0,27.0,4.0,13.0,8.0,31.0,21,13.0,57.0,12.0,8.0,3.0,7.0,8.0,66.0,36.0,56.0,28.0,8.0,10.0,5.0,4.0,14.0,4.0,19.0,3.0,4.0,6.0,7.0,19.0,8.0,37.0,1.0,51.0,28.0,67.0,8.0,3.0,3.0,265.0,6.0,26.0,8.0,8.0,8.0,21.0,23.0,30.0,9.0,27.0,41,32.0,24.0,30.0,6.0,13.0,28.0,5.0,27.0,12.0,6.0,13.0,16.0,5.0,3.0,6.0,15.0,68.0,29.0,21.0,10.0,6.0,3.0,45.0,1.0,4.0,4.0,12.0,1.0,22.0,13.0,8.0,26.0,14.0,8.0,16.0,7.0,5.0,38.0,31.0,68.0,60.0,2.0,24.0,0.0,9.0,4.0,28.0,5.0,12.0,6.0,15.0,5.0,45.0,95.0,6.0,7.0,4.0,5.0,13.0,13.0,22.0,31.0,11.0,7.0,11.0,3.0,10.0,7.0,8.0,23.0,3.0,1.0,11.0,5.0,5.0,3.0,4.0,13.0,4.0,1.0,3.0,12.0,2.0,9.0,23.0,1.0
