Address,Trapdoor,Exchange Permission,Exchange Suspension,Amount Limit,Fee Manipulation,Invalid Callback
0x831135625e0620c2edc0f540ce2fd8fec4785697,1,1,1,1,1,0
0x2474898334cdeeddbb02df3168db3f4dfca9c746,1,1,1,1,1,0
0xd8e60302136ee1540dc85a476877a876886fed56,1,1,1,1,1,0
0x01b3c045f7491e25bf61733b4e6b2581db2d5e7c,1,1,1,1,1,0
0x7f842c60eaac13021af32ff075743b5507560930,1,1,1,1,1,0
0x80b9c7a96a6660c2c7f48ea0e7875fb39efbaca8,1,1,1,1,1,0
0x3cc1020acdcd64b11dd417d2c28388e71605d7c9,1,1,1,1,1,0
0xffa573d7522340fec74b2231a40cf2490e48741f,1,1,1,1,1,0
0x0f470c302637c8afa65fa5534e66cab565096d75,1,1,1,1,1,0
0x83ce934a9e0816b0b8a61b2322aa2cac0c46755c,1,1,1,1,1,0
0xdbee49d211f0e82834d6348346df1982f0ca7b05,1,1,1,1,1,0
0xca5a7b801f5ab593f58865fa7828b2897af489f5,1,1,0,0,0,0
0x9c0eaf2ed78eccc2ad04facf78365e8fe9239668,1,1,1,1,1,0
0x0366fc257090f84482f80c4126d490c40c3472c9,1,1,1,1,1,0
0x13b110591ae044447d54cf8d73f1add9efece58a,1,1,1,1,1,0
0x5c0550a101eba077b9f7181b6e0d5c2fa52c52a3,1,1,1,1,1,0
0xdf9f6a287d099a1411d4b6627bc977530ca25fc0,1,1,0,0,0,0
0xb8f4c451f94fa38a2d4d19ed48ac4a9f8aa8f77c,1,0,1,1,1,0
0x7712b2ce27bc9a3bbbe4facdcd8963d0580823fb,1,1,0,0,0,0
0x8192d61cbbf04418b1e8ccde03f3ffbc256599ef,1,1,1,1,1,0
0xaa645185f79506175917ae2fdd3128e4711d4065,1,1,0,0,0,0
0xe8a9aa738c2623c67dfba1a85506cf7e759c6f29,1,1,1,1,1,0
0x32a46348313b82efa500c3f6a36691d88e7ccfca,1,1,1,1,1,0
0xee1ad0aa6a3f89161dd3c02a94b740a037334bf2,1,1,1,1,1,0
0x46f58cbb151d82bb575a492ef05d0b042ff38b95,1,1,1,1,1,0
0x766a51ef6afd317af3f122c186c3901a498a2281,1,1,0,0,0,0
0x96516267a9a5cdf2920b08bdf28ec8dcb36af7a9,1,1,1,1,1,0
0x10fb2beb6acb446d8ac88c33de961c084ff1dca1,1,1,1,1,1,0
0x589189cbc2af6ed2ae950ac59ed9779df444292c,1,1,1,1,1,0
0x8387e68976d9e110cf4fc9923a8f50f50c0f9788,1,1,1,1,1,0
0xf0ee9671a5488212e9b560ebc709fe4b40c5f14a,1,1,1,1,1,0
0x8a7038d6baf0c4dfade95140a930f8c56d875ca9,1,1,1,1,1,0
0xfff1de849cbebbb6d9b7409fa63586cbb163ba8a,1,1,1,1,1,0
0x029c4d6a757d275a82d494282385d1b74013c599,1,1,0,0,0,0
0x4a4c7a18b61640b1f4d3fec1ac9d0701077cbc3f,1,1,0,0,0,0
0x491552fe1d3ebba3ea3f758178aafa030e2f5411,1,1,1,1,1,0
0xca2b90ebdc89ed8ef87fe233968bef7c2c2d116d,1,1,0,0,0,0
0x205bd5e644364a91899566c301cd3e7e4b8358ba,1,1,1,1,1,0
0x587356829583aea94c45bb78c61bbcee0f502936,1,1,1,1,1,0
0x1807090dd15a6f58e00fd769e32ebf20ee610385,1,1,0,0,0,0
0x74009c3018edbf57c54f4698969002e421423b4e,1,1,0,0,0,0
0xc7dcd7832a77977f1a0d414201755de8bf36afcc,1,1,1,1,1,0
0xc63c9be47583d100a7634eaee7cb7ab3d5614e70,1,1,1,1,1,0
0xa6ab8b09e10f63600dbbc45f6836704b68c4e165,1,1,1,1,1,0
0xa2a5b9e7c56a59fe3042fdce34cfd60ffe98147a,1,1,1,1,1,0
0xe4e9dbaf9111a063e053d9a24131815bdba408c7,1,1,1,1,1,0
0x359b3342957769cf2106b715488953b75f6029b5,1,1,1,1,1,0
0x099f900bfdf9a6f72a9bea233c475252867bdadd,1,1,1,1,1,0
0x9afdb2cb14abd277f4debe8b0d0c4346280d5230,1,1,0,0,0,0
0xa961b042c3f8352fb9ba852e81c5ff4f65b9df5b,1,1,1,1,1,0
0xb5089809686a0bb220d9b067a694847c40005f33,1,1,1,1,1,0
0xcabd10ed33d3fd1df9609f64f53b9efce60f4155,1,0,1,0,0,0
0x760302754103cf19b675d9e60ec336e1be105a52,1,1,1,1,1,0
0xba12f395a530a86199d4716d8ee276fc4696c257,1,1,1,1,1,0
0xe91bbeea5cb5bcb1a857068d6842fa89954fe882,1,1,1,1,1,0
0xf91afb658895715763ea183ed9aa0a74cc366c1c,1,1,1,1,1,0
0x6fee1491b58bd6c927e631580dba6d3dbfd46c7a,1,0,0,1,1,0
0xc4ec016b2e0c4284bb45690759cd1e4db0e1563c,1,1,0,0,0,0
0xc53cfa68ffc22fbaea3be003ea9762452cac4497,1,1,1,1,1,0
0x2ad454820f78812fb4a7c992d1c56fc479566f0c,1,1,0,0,0,0
0xe788161c53bf91267b12c226c788a4b6c27627c3,1,1,1,1,1,0
0xee3c7d989a58bbb0310029d49a33d0bff62e4765,1,1,1,1,1,0
0x84ca28f1a43f94db86179976592442c3e1707b57,1,1,1,1,1,0
0x464517e0a93d2bcbc86cf534c2b8727efd28e51f,1,1,1,1,1,0
0x2abbaea37ccfe1a51e7b752de3292e9ffd169ffc,1,1,1,1,1,0
0x69c1f33f48e31c5ea88d765a8e1d70937e778f20,1,1,1,1,1,1
0xeb060a81132f92e45dc18d2d3def055b61987624,1,1,1,1,1,0
0x3dda65f380515144f04edd5e48f7744c46a5da0c,1,1,1,1,1,0
0x391abb3c1229ab1285c9933eac133848be518f3f,1,1,1,1,1,0
0x5aa426c31306c545df010d443b3978b65ad0e0a8,1,1,1,1,1,0
0x9959edf0d3d3f3c54301bfc5f592b82ba5459978,1,1,1,1,1,0
0x20546c1b440a51e0f2770cadd39e1ea7f66f27c8,1,1,1,1,1,0
0x0627d4565dd1e79dd0382793b380890a1590fad6,1,1,1,1,1,0
0xc94e2a649dba44a32edef498dd287815a3f40b4c,1,1,1,1,1,0
0x2efc535796696b894d5813e3e1de3f6fc23b0719,1,1,1,1,1,0
0x60de2937fd9a190cc0274e6b3e9d37a2ee5b246d,1,1,1,1,1,0
0xb336dd8ec5377477ca5b1bb6ca193f172617ce18,1,1,1,1,1,0
0x4e859e8879c0a5b0ca462bf17c4ff6ac43f59437,1,1,1,1,1,0
0x25cb4845937aa5e67e75a1cdb9a771e611a2fbc8,1,1,1,1,1,0
0x034f9e67af90233805c88ab3a8bd84880b4b0c42,1,1,0,0,0,0
0x7ddaec67be2fb61c9b79d3fc7307f7a58324cc25,1,1,0,0,0,0
0x3f5d5edff601e4befb887ff650a47a5f9641565e,1,1,1,1,1,0
0x46bc2207b28678bbb84855f9a61af2c8cc799c73,1,1,1,1,1,0
0x1a89b190c4a04d5b415c81d956b624954bd1c17c,1,1,1,1,1,0
0x5fa6099b65408483f6fc64c0b0636561a979e228,1,1,0,0,0,0
0x9b7b98ad3670865502eb113f20c93b434957793e,1,1,0,0,0,0
0x12cec620b8eabb9f779e60e03f94dd363b8b12da,1,1,1,1,1,0
0xd34cfa0bea261452d4fe7da2977da50831773b7b,1,1,1,1,1,0
0x0906da6bf05692f55a04fe7105600c197c68bc92,1,1,0,0,0,1
0xf24f21bbf72cd35e6909334e7a5d7540d5098b4d,1,1,0,0,0,0
0x554c74ac50ba162d1043d6d0b2e30002842d8f54,1,1,1,1,1,0
0x3431d07cffb37ce65d4d0ac88f91a7b4869eee7e,1,1,1,1,1,0
0x4443ea975e41104b6dfb3b0ca7558fb881aea191,1,1,0,0,0,0
0x1713bf25dd817435c91f7805dd3bf6d2a01f9fe0,1,1,1,1,1,0
0x1bd8ff39b407816e16e97bf0f0aa2cfa154544cd,1,1,0,0,0,0
0x18126bb90fdc1841dc521b1de5ce93a1b2487136,1,1,1,1,1,0
0x0461725f406ce678105699c46b46e8f575697de1,1,1,1,1,1,0
0x34babf12ca549d05ab92da805437b043daf14f62,1,1,1,1,1,0
0x6538fa97010049da581e0f6835869da9656b3e44,1,1,1,1,1,0
0xf99541ed1e60dc8cbf573c4e95f2d853721e4904,1,1,1,1,1,0
0x7ed55d2578402dce16048baa534c14d8ccf37d26,1,1,0,0,0,0
0x6a1af1bffa9227f45baec6d2f7b012ee4506fe69,1,1,1,1,1,0
0xbf90bf4d241ce20cf6534fac1a21e9d32ba6919d,1,1,1,1,1,0
0x18d8ccafbeede16362291118b3d2fe087a7af315,1,1,1,1,1,0
0xd4853cacfe43c7677f54e9bf60517b15a51629fd,1,1,0,0,0,0
0x20cba866052d69ba653929bc8daa56dc59c57024,1,1,1,1,1,0
0x5ad15adf0e72e77d6d4a302ea49faf48ab999b12,1,1,1,1,1,0
0x46d3fb3d8aed52e98a3144fae7ce9bec896b64d0,1,1,0,0,0,0
0xce2aa742a4a60330e6f50274238813380407fbeb,1,1,0,0,0,0
0xdfdfa2297e852c98e12364d2441e8ea2fe4a6752,1,1,1,1,1,0
0x36c656ae523ef44b3ed978462e8a58cfeb014087,1,1,1,1,1,0
0xb9b5bea373074b869b721c1cb38cc837f1b061b5,1,1,0,0,0,0
0x28ffd75573be91f632de1f99bf38cbfc09793631,1,1,1,1,1,0
0xe2da0fc7af7c67408e544652a656f8a8dfc92811,1,1,1,1,1,0
0xe82bb3e3712434492735a79b7d0a1e2062c1a1d9,1,1,1,1,1,0
0x0ff7c0396b866eb6d05d8f7180667a611c9ed033,1,1,1,1,1,0
0x2717b501b150094e419bef345f56f8887850b3f8,1,1,1,1,1,0
0x79e3899125160bd3bd62d0d98ad07a7183ee5f38,1,1,0,0,0,0
0xc328aa8435334c26fae8241f9231b5d9e4138615,1,1,1,0,0,0
0x9d224282d67932f1c23e7adc79251f371dbe8631,1,1,1,1,1,0
0xe83ce6bfb580583bd6a62b4be7b34fc25f02910d,1,1,1,0,0,0
0x03ebb92bc2d4c68120b82859b76599bea91541f2,1,1,0,0,0,0
0x8118c86f32bf3f908f3bd46fad949a5befa0cba5,1,1,0,0,0,0
0xb48a26afaa1ecb752bda41a09d9e5da43bfaacce,1,1,1,1,1,0
0x07938148948c39d8f7f61dff3615a960ee1d329b,1,1,0,0,0,0
0x9ecb8d84c01cf1ef9d668cb33763142dcbfad655,1,1,0,0,0,0
0x0006cb990129645922f35f5a9a1f2334ad05df2e,1,1,1,1,1,0
0x6b7454a087046ec11f7944d0ecf16a198cf7285e,1,1,0,0,0,0
0xcdebf90f7b6aa261e155ce9f3ecb55d30173180e,1,1,0,0,0,0
0x973aecf305351e5e7fd178b738f734f6644b1008,1,1,0,1,1,0
0xc3d0dbe328bc3fe86b2ff63fc8ca33638688ea86,1,1,1,1,1,0
0x55bc2083e7fafb74d9e65276f2b65cf878ee689f,1,1,1,1,1,0
0xd2f58b3b4221adf50fd5082c80ac3b717318b7c9,1,1,1,1,1,0
0xcf60ee08023391a6d06a568b138e1f9797eef034,1,1,1,1,1,0
0x320828650355852a5fb4031ed3abddc5e01fbb56,1,1,1,1,1,0
0x68e28f121fee5962fa52f36ff15372eb84f2e9c5,1,1,0,0,0,0
0xf94964e1863cffd83ea24df6d55342cb8991662d,1,1,1,0,0,0
0xbfa23e2528f0d57cb2f9920028b045b134e2a66b,1,1,1,1,1,0
0x2207af4d2e95edb40bd02384aeab645db561722a,1,1,0,0,0,0
0xc2ce20835d18577971566604d36aa69291e919be,1,1,0,0,0,0
0x22457ee6dc048ad2c3c196cf74410b16e966e034,1,1,1,1,1,0
0x51ea5526e47b7b7668f3088906acbd3552970fdb,1,1,0,0,0,0
0x5c75c702e7c08a05e9d49cab78fc5e28b6c5c55a,1,1,1,1,1,0
0x158ecf0a3fc860e9e8c196e74338a49f2d905ecb,1,1,0,0,0,0
0x100c6259cef972292e00f33397abeb93b05fcfe9,1,1,1,1,1,0
0x2c33f2501f83dbf43c9ef6378a5c902e724a4a6a,1,1,0,0,0,0
0x43c6bac0cc012cefd7a46f5b0646faaf45b5e97a,1,0,1,1,1,0
0x0c6db2f62fd5d1b468c0564d62cb37fcc8d2894d,1,1,0,0,0,0
0x118fabbd4f5db572bbe7fb1790949fc1de9e01ef,1,1,1,1,1,0
0x624c71ff51b2650c2ee470a2e882ba68fee35682,1,1,1,1,1,0
0x726050cd09070d95e0bff86b64a4b02d4bf670f1,1,1,0,0,0,0
0x417af645e8f1f67659812bd04406304b1c29448d,1,1,0,0,0,0
0x29e08b8eec134c29bae915bc5888eb984306ed38,1,1,1,1,1,0
0x746b98807d2feb17dfc4b060a81ae890ab61d26d,1,1,1,1,1,0
0x90d5ec41d0388d46ada67cfd58a92fb37f39507a,1,1,1,1,1,0
0x2eadd13cf1b23420ed1c8b5bdb4dbac91d3432c4,1,1,1,1,1,0
0xaaed314c5a7f6e1e5b716350dbfd3d4b61e9161f,1,1,0,0,0,0
0x7f43fa5fd72894c0e2f1dfa421dc1b5cbcd16063,1,1,1,1,1,0
0x4417916fb3da22c944447191f79e30caca5a86ce,1,1,1,1,1,0
0x201805a2a565a3b367a8705940ba1831a228fa3c,1,1,1,1,1,0
0x3612396ff86d30012651119d72bd88273a51ee90,1,1,1,1,1,0
0x47769d1b7c507046f4ee17b95cd80a6da44ab2dd,1,1,0,0,0,0
0xbf21e4a9ed89d360d52a921e419e2c72bc42c2ad,1,1,1,1,1,0
0x4327b9dbc3215bf0aa7a596880c346691137bae7,1,1,1,1,1,0
0x3e4b3adebcb2dc9d8d7615f232ee782514fe53e3,1,1,1,1,1,0
0x0d40952385a2571ea074bafb7962bbfbf59aa285,1,1,0,0,0,0
0x1561930f597cdc719d0362498c9e176445e2db0e,1,1,1,1,1,0
0xd5b7a300aa4c5f7b6637e1ec5446d425b4a24f82,1,1,1,1,1,0
0xd8cbc86e320dfe325439f0f923e1f288b713097c,1,1,1,1,1,0
0x373e5ed4d143b2f971ff7069af12425acbc582f4,1,0,1,1,1,0
0xc16720944cf6704776e184c0916e614511f10e44,1,1,1,1,1,0
0x9e28619df77cac3361a727efd6aadb9d361259fd,1,1,1,1,1,0
0x568b87faf1044f2ddb691685706eb0aa797da3a9,1,1,1,1,1,0
0x2c83d6588350147bb6e7ffd27a36337a8b08df0d,1,1,1,1,1,0
0xa14df7c989d718a396be0c2c9f116639061e1d5e,1,1,1,1,1,0
0x2512b4282fa84445384fe51e75a131477354d1e1,1,1,0,0,0,0
0xcf52f475d4afb2ddfe13a6fd0f456c2efeac0c5c,1,0,1,0,0,0
0x5ee1c958dcd04396c60a67a5b54f91c579e884b9,1,0,1,1,1,0
0xa28eee5b1fc29acffd68e7ed520193ebe3669e86,1,1,1,1,1,0
0xf489570470285e7f1c50acc20ed0693f06c45be3,1,1,1,1,1,0
0x9d82ad756868c3aa8053f492390e9c797c151160,1,1,1,1,1,0
0x9b749dd908c25d0fb690e7e0ae19e1b3d70c8e14,1,1,1,1,1,0
0x84ca53e8615d2f6478402653bece7f8dddb870fb,1,1,1,1,1,0
0x3107917d4e135a15f4fbaaace9247ac41b086de3,1,1,1,1,1,0
0x9c10e23d35afdcdad2fab5bd40659fd7b308507a,1,1,1,1,1,0
0x1dbd1292ebb811a9d9f782ae82dc23d36618e2fc,1,1,1,1,1,0
0xb7763114d5dc1ca303c92e46bffe0079b1900350,1,1,1,1,1,0
0x785dd471d5c7ef260482cc959c9b26e7941edd07,1,1,0,0,0,0
0x6cbc1750476de70b06d4c46bff76932bffb05e77,1,1,1,1,1,0
0x9d3f3d0fde655a498cea9b36a647eaf86547e685,1,1,0,0,0,0
0xae4232c40e947f2e1157a62ac7b6ff8d5d9977e4,1,1,1,1,1,0
0x65ca5f2da44ce0a62605fe9b33b7cc0633b9e811,1,1,1,1,1,0
0x0d83a1fbc4c212754dd1e453c67fd5f79a2db6d5,1,1,0,1,1,0
0xf1e16a63bf98f15b4dde7c5726bb793403af50d1,1,1,1,1,1,0
0xba8e857b198179791ee23f06dc905b0cd120ee11,1,1,1,1,1,0
0x6e6c1416922440a63415bae4b966908dfdc9a90b,1,1,1,1,1,0
0xf43f6704fc070c12add5f72b6722ecc61f49c658,1,1,1,1,1,0
0x7a969692a9fde76b6889ab44deb12d3e6f81c138,1,1,0,0,0,0
0x683342bd41b48c1e00d948427ac025d4b356607b,1,1,1,1,1,0
0x947ee9ca2fc2385a2172c73b6e0fc3f59adbe170,1,1,1,1,1,0
0x5b40b1699a2e1e10dc841061dac527703fc56733,1,1,1,1,1,0
0x0b5a680190631695166e3221ea31b7c732fdded3,1,1,1,1,1,0
0x3c302e18d126a7f1271f2793e5749109a2028ff0,1,1,0,1,1,0
0xfaf81ad8949aedb09092a0ce6b9318c78d308e75,1,1,0,0,0,0
0xb65d1999d4b3b55e4e04d614bde46cafa2a21ce2,1,1,0,0,0,0
0xddab666064ab1e149233d8d96203ab53cecd9812,1,1,1,1,1,0
0x67b125c7de58e031a049dea4ea8618cfe528825e,1,1,1,1,1,0
0xc1016edb3f0a314131216425bc8c05459bcecfcc,1,1,0,0,0,0
0x16228c51042fc3cb8663876f75f38504c77add7f,1,1,0,0,0,0
0xc9607fe67fc87511c23e102e5c949c3dd586b610,1,1,1,1,1,0
0x5f799c46ee8eaa7907c4d32008fcb28fcb2e2331,1,1,0,1,1,0
0xd34f50694d42bcc1fedc7ff3e5e93523356c97d0,1,1,1,1,1,0
0x9bd6546a38fdfee6b6047bc1ac6c13ebac245814,1,1,1,1,1,0
0xcc61ae218ff9a89dc1e7c39e58926a150eb3d671,1,1,1,1,1,0
0x98e48c9f36712f970aa8231f41e4527ae1e19728,1,1,1,1,1,0
0x038a7687d8c8d7b4b101ee8ec9012464a9057ae5,1,1,1,1,1,0
0xee3c06e5c775f92f290d68d2813914b0b5b7fa30,1,1,1,1,1,0
0x8bd07a97c57e145edaf96e663b906b788946c26c,1,1,1,1,1,0
0x79f8c1298f2203bed0d5091ebaee2f030f27fa39,1,1,1,1,1,0
0x257e15edde4342e3be71531ac8d9295821ed3e94,1,1,1,1,1,0
0xa3dc2fcf885d3af5365b0d4cdfb8f7ead564177a,1,1,0,1,1,0
0x5b3e23724d2b42774ad891ec1863d17eccf339c4,1,1,0,0,0,0
0xc2f39bed17722a730c1dfcd27878e27cdba48fa1,1,1,0,0,0,0
0xcea263c6686d6886e9228a94c3421dddf39a3a93,1,1,1,1,1,1
0x6681a36324924c4fbc87ff8442fb8c89ff3ea8a2,1,1,1,1,1,0
0xb17fd9486d85210716c21c2d97a9b9fbb22b5d6b,1,1,1,1,1,0
0x92f1e7ff6bd7e9812196625f117472c36de9c239,1,1,1,1,1,0
0x7245c095f44d6a0ba95dafacb790b93e95662854,1,1,1,1,1,0
0xd01c4fdc5d5ad18c3d4455ce40d9c7191515ee58,1,1,1,1,1,0
0x8edfe01e7121092dafe520c528ec16ec04a1830a,1,1,0,0,0,0
0x14edc8dd8fa7ec4ef223d37b4dc27ae6a13f75d1,1,1,1,1,1,0
0xc5d62bdf35e79bf92c364fb582ed4c778ea13599,1,1,1,1,1,0
0x338222d5cf3c3d1ce79172f51cf2905b77a18274,1,1,0,0,0,0
0xd832ad565420df5237dc5baa78e63954248b7a6e,1,1,1,1,1,0
0x9010a15184da16e3a7c5b4aa50094dfe3bb36989,1,1,0,0,0,0
0x0c4ce095964278cf1681fb8b16a68c4730a08dcc,1,0,1,1,1,0
0x3115ec0f3f7f7346ef009522d14738a029c5dbde,1,1,1,1,1,0
0x9b418f8a47f18fe0f2b1837a9f25354d59903e4f,1,1,1,1,1,0
0xe1d1dc4d645af1b4fd2b2b47c4b70d5b2d53e298,1,1,0,1,1,0
0x7b47b1eda9a6c23972bef6063770e808011ef75e,1,1,1,1,1,0
0x7130015db14cefcd125b9de37a2535717e83f9b9,1,1,0,0,0,0
0xb0b598d5ec9a1cef81fddafc9708d7fd2bdb2707,1,1,0,0,0,0
0xfe6d643ff8ae88d50dc06913ed959b9ce7b2bfcb,1,1,1,1,1,0
0x2cde8aa25724290b48fded23a8e8dd94433d71f3,1,0,1,1,1,0
0x8ba7cad14380c3088db68082c750fbebd01841ba,1,1,1,1,1,0
0x7a2ebcf394439703f81a16933aca7b83280c0584,1,1,1,1,1,0
0x53389f0da8c94ab11899c6c3461695e2b403a5a1,1,1,1,1,1,0
0x0ec21bbe983cff125dd0e145cbe6f8a75c7c2934,1,1,1,1,1,0
0x0976e0818074caa472613c5e6c08b2c619671022,1,1,1,1,1,0
0x0a12a5118f3f85f34d94dbf14c23cf3e813ce1f9,1,1,0,0,0,0
0xf958c3338956a4d7ee5930220966ba534d8fb050,1,1,1,1,1,0
0xfacd73da2328de5a6c8d26b5697a6f62825217be,1,1,1,1,1,0
0x1ed4c9a2c338eae99a9fa372ed19ab570bdfd4fb,1,1,0,0,0,0
0x31bd6fa348a72985638d555be210819744f88b2a,1,1,0,0,0,1
0x400b8774f55d3d0c7d4bc74ee11e88378f8dc3ad,1,1,1,1,1,0
0xb570596fa82e70e39e368dc4ba08e9770eae6550,1,1,1,1,1,0
0xcf547fdbe78e52dc9dae647f4c01ec269bba05c3,1,1,0,0,0,0
0xd9da9c2d4070403f27eeb9ae47fbd14263f3de68,1,1,1,1,1,0
0x0e68f2dd324140d3fe20b9230aa107eb6f87b6aa,1,1,0,0,0,0
0x4ccf916be7c11ea395c418b278f830a2b77f5f0f,1,1,0,0,0,0
0x1f00e7399b9cb7cd374ddf2154a0e1e694aa1cb0,1,1,1,1,1,0
0x32caa102082d8a53424f16fe3e3b1898fe9758f7,1,1,1,1,1,0
0x1be3cc2c09699be03a7fc307abffcb3ba3ef2f00,1,1,0,0,0,0
0x6e484464e9c34d33ca98ddc5d117dbce341c5bf7,1,1,0,0,0,0
0xf92209d1a0b1b385e3145393da3bc9737669c295,1,1,0,0,0,0
0x0bd4724c5ae5711178860d86f38cad02d6cf232c,1,1,1,1,1,0
0x4f1f969a812038a9a875b83c94b5cb10c38ec4a9,1,1,1,1,1,0
0xf3e37055817d285d868b4094b737159edf7ad6cd,1,1,0,1,1,0
0xe4b6fa0f971f840bd7892e90cdcb0085ee581d7b,1,1,1,1,1,0
0xf4dbb2bfcdaa35aeb55ad08bb4cb5727d9f64381,1,1,1,1,1,0
0x98989cbdbfaf6d81346bf5e580798f77750d8ef7,1,1,1,1,1,0
0xf3a88185bf3ad05c381a563bbfd246ef417dd0b7,1,1,1,1,1,0
0x576e326f4c01a416e1af972376cf53ccb4a3bb99,1,1,1,1,1,0
0xff76527570c661b8f56ea541210765558147830b,1,1,0,1,1,0
0xfe4ea9954493b5ee0ba62dd9d89905e095f5969f,1,1,1,1,1,0
0xedd984e95776525728989e74171531f5eec01937,1,1,1,1,1,0
0xdb7c8bcb3f4400b541440c604c023f80ded33324,1,1,1,1,1,0
0x7dbae447bffc92857fe2f8e198b7f1f6a1633756,1,0,1,0,0,0
0x3849e602965e703477337d5540fa822e93574b87,1,1,1,1,1,0
0x582a00ca64d229a255c7d764aef74fce96ae753d,1,1,1,1,1,0
0xc1dc05c4ea7f9c53950d5efe94f30d80f3e12a25,1,1,1,1,1,0
0xcf0392eed6a1bb67e66755c17de63f627e90228f,1,1,1,1,1,0
0xf73390b18b96740815844d9d4ea7ed798c3f4241,1,1,0,0,0,0
0xe6f409f4820e71a5a57186984b00e5ee6dcd3131,1,1,1,1,1,0
0x332f0e39f414870faf22acce83e49d55517f899a,1,1,1,1,1,0
0x23f315bbe28a651e34a81f4557544d4c50f3754c,1,1,1,1,1,0
0x15e9fadb5962a0cb774bf759183d739f50d1697b,1,1,0,1,1,0
0x3d54c5ab7eed2b58d9adfb7a5844a0ba1da21aab,1,1,1,1,1,0
0x9d03393d297e42c135625d450c814892505f1a84,1,1,1,0,0,0
0x45dc8efd51b19a257d24d3925a2a47c1159173f1,1,1,0,1,1,0
0x76bc5342cea8808ebf638b95c8531c661021c587,1,1,1,1,1,0
0x5130c22a09b4d0513d4a1b8b99bf0eb67715b93b,1,1,1,1,1,0
0xd45b222d2b301850bcd75c38fda1d7e495eac664,1,1,1,1,1,0
0x2c335a92e75827f970ac2dc0a956d241408529a1,1,1,1,1,1,0
0x18d0a68ac137173296482c3deda082ed58d2d11e,1,1,0,0,0,0
0x0b44790cd14ca9bff52c77ec5615671ec8b075aa,1,1,1,1,1,0
0x22b673f49cf6e2ae88c5257fe6ac15cef041bf23,1,1,1,1,1,0
0x290e8e3e2f9577e7a0bb3192f5132ae34cb12933,1,1,0,0,0,0
0xa92b0aba9e315ded2b91759b28ba9e8b7d9168ad,1,1,1,1,1,0
0x2605546ea508d854f3938eab69d5ab3ba50f441e,1,1,0,0,0,0
0x7ef4671e2d54bd8ad4b99e47fff87d9f0b716065,1,1,1,1,1,0
0x945af7c1497186dca7040d5c1e116880e721943d,1,1,1,1,1,0
0xe42d0e9fecd26c374e3e0ed296da4f7fc565a31c,1,1,0,0,0,0
0x7e91ae4ff590038bfdace5b7c656bb9667986b4c,1,1,1,1,1,0
0xdad83525de34cce0426d82afb777d9be8b6ddf23,1,1,1,1,1,0
0x418f2483811d44b78dc1202235cc86e3a6e48ed7,1,1,0,0,0,0
0xc651d7fedbe2b67bae6775004585d8cfcb40319e,1,1,1,1,1,0
0xd7a576962859a545451231d2ea2d55af483ac5ff,1,1,1,1,1,0
0xc2c6a053073c293acce9fbf51c39864e29cbdc92,1,1,0,0,0,0
0x9936e6ac637abb054789c6dd3fc2624adcff68de,1,1,0,0,0,0
0xaedec9e6e9f4aa40623afbf7d459b95f9a28280a,1,1,0,0,0,0
0x6ef5b0c9bf8d5c72aee81b790fe2bc9931f1d6f6,1,1,0,0,0,0
0xcdc162bf454650f4ebb8f4e364000743e26e1bce,1,1,1,1,1,0
0x1815585bd11d8c5368aa4bd07e6077aac330b15d,1,1,0,0,0,0
0x3bedb591a417747513f1b528fa42e3c1e82b7ea4,1,1,0,0,0,0
0x117d657259e4bdc1b95c440e0f2846409af2004e,1,1,1,1,1,0
0x6f53c4328e7c6db1c71c3fd30ac171e4e0df0505,1,1,0,0,0,0
0xef36ce1fc8ecc052e16f727cb7e24c505674668f,1,1,1,1,1,0
0x636e249b45d6a0d2b6230b0b36056743aa47f2b8,1,1,0,0,0,0
0xc12f29751e4772200d48d6569814d46044a5a0c8,1,1,1,0,0,0
0x7ef53b781e5c1bc948db71630ab29dffdc2f2b5f,1,1,0,0,0,0
0x595691d747a4bcd02d0997e99bcce28ab136cc00,1,1,1,1,1,0
0x6db9b0a84aaeeef4b4b04d867278dfc593ba9357,1,1,0,0,0,0
0x0f6449919050a4ef46fefdb1491bb90a9d888150,1,0,0,0,0,0
0xebff64ecd8a23243b8fb8f55d1ffca972d87ceca,1,1,0,0,0,0
0x3b9ac4f186ab0e8d1cee4057f7c08776f40a21b0,1,1,1,1,1,0
0x08931753df9aa96292225324f2effaf2dd7166ba,1,1,1,1,1,0
0x95e7311bd98c4d70bba64333fdbc0a9ddf27aea0,1,1,0,0,0,0
0x010d982df7b83a933fdea778c9b3693057a40ae6,1,1,0,0,0,0
0x3b62c8805b45dbe8fe6e8470e4a24d0374c223ec,1,1,0,1,1,0
0xe5ffd337213d7f565721bb3abbf539efb8756031,1,1,1,1,1,0
0xf8b6cbe431ff310ab544e1e1ffdeac3a68d6d4a4,1,1,0,0,0,0
0xd7679f187c8df767c90777f051a0a6420dddfc4f,1,1,1,1,1,0
0x7b994e04dc6210e0413a8950f006d66f2d294f36,1,1,0,1,1,0
0x42df71da38ea78c4cb4eb3fc8fbe068129c15e1a,1,1,1,1,1,0
0x67c0f0a8711d543a0931eca434a8cd0a458f1de8,1,1,1,1,1,0
0x2130ed3e574d4d05dc98870bc4bd0261a5121a6b,1,1,1,1,1,0
0x5e06446350bb42171e7011be8746262ff8da34a0,1,1,1,1,1,0
